track_name,track_pop,artist,artist_pop,album,length,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days
Dance,30,TimTaj,32,Summer Party Dance Music,140683,0.604,0.929,8.0,-4.478,0.0,0.0383,0.00648,0.578,0.0788,0.894,127.995,7zfRNoXBePlwPzgcOohnsj,140683.0,4.0,dance(256762),TimTaj,412160128,4300000,0
"Spooky, Scary Skeletons - Undead Tombstone Remix",61,Andrew Gold,47,Halloween Howls: Fun & Scary Music (Deluxe Edition),125624,0.772,0.788,9.0,-5.414,0.0,0.0619,0.0027,0.000583,0.353,0.574,127.91,1sUdq3kWa9dJXHu3eYOUll,125625.0,4.0,Andrew Gold - Spooky Scary Skeletons LYRICS (2spooky4u),Andrew Gold,390699502,4300000,0
Love Story,51,Disco Lines,61,Love Story,222957,0.669,0.634,2.0,-4.3,1.0,0.0321,0.0685,0.0,0.0597,0.276,127.915,2duyHVCqcaX2FSwjzuZijF,222957.0,4.0,"Disco Lines - ""Love Story"" ft. Cassidi (Official Visualizer)",discolines & cassidi,684956168,4200000,0
Pooranviram,52,Akki Aryan,32,Pooranviram,279759,0.525,0.757,6.0,-4.518,0.0,0.0588,0.348,0.0,0.124,0.586,165.948,10i93wyW4zgdAnt4LP72TT,279759.0,4.0,Maa Song (Pooranviram )| माँ (Maa Song) | मेरे होंठ जो खुलै तो तेरा नाम आवै | KD DESIROCK Akki Aryan,Akki Aryan,94165197,4200000,0
Ya Allaho Ya Rahman,27,Muhammad Qari Ejaz Ul Haq,8,Ya Allaho Ya Rahman,207830,0.505,0.513,3.0,-4.292,0.0,0.0323,0.817,0.0,0.218,0.928,126.424,6IQDOcuw9E2C9lJMitOYRr,207830.0,4.0,Ya Allaho Ya Rahman,Muhammad Qari Ejaz Ul Haq,52054939,4100000,228568
Collide (Sped Up Remix),79,Justine Skye,67,Collide (Remix Pack),221168,0.362,0.432,2.0,-9.359,0.0,0.112,0.0882,0.0,0.264,0.256,81.29,1r6qzxz77Tvbrvqd1Q1MIN,221169.0,4.0,"Justine Skye - Collide (TikTok, speed up)[Lyrics] I left all the doors unlocked and you said you're",justineskye,369248166,4100000,0
ZOOM,73,Jessi,58,ZOOM,174840,0.874,0.6,6.0,-6.064,1.0,0.158,0.00942,0.0,0.126,0.457,100.012,4IaxDf2FixiQXq0mW7key9,174840.0,4.0,Jessi (제시) - 'ZOOM' MV,Jessi,711303207,4100000,0
Own Brand Freestyle,0,FelixThe1st,43,Own Brand Freestyle,153808,0.912,0.54,7.0,-8.038,1.0,0.305,0.16,0.0,0.421,0.619,128.068,1p2VYcXdvno7iVQOOmYkEs,153809.0,4.0,"FelixThe1st, Dreya Mac - Own Brand Freestyle ft. Finch Fetti",felixthe1st_ & dréyamac,891711808,4000000,0
MONEY,83,LISA,77,LALISA,168227,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,7hU3IHwjX150XLoTVmjD0q,168228.0,4.0,LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,리사 (LISA),1051357105,4000000,0
Solo (feat. Demi Lovato),73,Clean Bandit,72,Solo (feat. Demi Lovato),222653,0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,6kPJZM97LwdG9QIsT7khp6,222653.0,4.0,Clean Bandit - Solo (feat. Demi Lovato) [Official Video],Demi Lovato & Clean Bandit,151767645,4000000,0
BOOM,0,Tiësto,82,BOOM,179512,0.875,0.844,2.0,-3.674,1.0,0.0506,0.0187,0.00391,0.336,0.226,123.058,7i5sdKCjFIYlD9idhZBijJ,179512.0,4.0,Tiësto & Sevenn - BOOM (Official Video),Tiësto,161434825,4000000,0
Kolors,56,monte booker,45,Soulection White Label - Monte Booker,177855,0.718,0.403,2.0,-11.064,0.0,0.205,0.263,1.56e-06,0.228,0.636,129.582,4IOYk6epkzXT38U4ShauZ6,177856.0,4.0,Monte Booker - Kolors ft. Smino [Lyric Video],montebooker & bussdownforces,432659143,4000000,0
Ampun Bang Jago,42,TIAN STORM,22,Ampun Bang Jago,211591,0.878,0.927,8.0,-1.21,0.0,0.0456,0.084,0.0258,0.216,0.921,135.022,1pdFpfutXONTJs6QCluRBq,211592.0,4.0,Ampun Bang Jago,Everslkr,88016286,4000000,0
death bed (coffee for your head),58,Powfu,67,poems of the past,173333,0.725,0.431,3.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.004,5TEH4r5OBFcKZJBjF4qOxL,173333.0,4.0,Powfu - death bed (coffee for your head) (Official Video) ft. beabadoobee,Powboi & Beabadoobee,696616279,3900000,0
Pretty Girl - Cheat Codes X CADE Remix,61,Maggie Lindemann,61,Pretty Girl (Cheat Codes X CADE Remix),193613,0.703,0.868,7.0,-4.661,0.0,0.0291,0.15,0.132,0.104,0.733,121.03,39IsH7B5byx8NRlEKlZVg9,193613.0,4.0,Maggie Lindemann - Pretty Girl (Cheat Codes x CADE Remix) [Official Video],Maggie Lindemann,205972423,3900000,0
Wrap Me In Plastic - Slowed Down Version,49,CHROMANCE,46,Wrap Me In Plastic,147577,0.94,0.616,0.0,-3.153,0.0,0.0936,0.225,0.0,0.13,0.535,131.294,74PdooqFwI8VhklmayQ7dz,147578.0,4.0,Wrap Me In Plastic (Slowed Down Version),Marcus Layton,620428317,3900000,0
Laxed – Siren Beat,54,Jawsh 685,59,Laxed (Siren Beat),201990,0.736,0.62,0.0,-8.481,0.0,0.11,0.0577,0.692,0.318,0.959,150.026,3BJiF37kmX4HCfYSO7qBnQ,201990.0,4.0,Jawsh 685 - Laxed (Siren Beat) (Official Video),Jawsh 685,128967893,3900000,0
GASLIGHT,61,INJI,54,GASLIGHT,197013,0.817,0.668,6.0,-5.766,0.0,0.0607,0.393,4.48e-06,0.136,0.413,119.992,7IybpxLp5E4Hs1jKbPNSKx,197014.0,4.0,INJI - GASLIGHT (Lyrics) when I walked in the club everything changed when I walked in the club,INJI,208340443,3828568,199996
Forever,74,Labrinth,77,Euphoria (Original Score from the HBO Series),202536,0.563,0.459,4.0,-7.781,0.0,0.0292,0.92,0.724,0.11,0.197,79.983,6potEImiklXkwD9qFzpu15,202536.0,4.0,Labrinth - Forever (Lyrics),Labrinth,443836466,3800000,0
Lullabies - Adventure Club Remix,54,Yuna,54,Lullabies,252953,0.403,0.698,9.0,-5.058,0.0,0.0357,0.00171,0.00126,0.256,0.0833,159.869,3RJuptH9QoeJWzHd4ZCI0u,252954.0,4.0,Yuna - Lullabies ( Adventure Club Remix),Yuna,48154330,3800000,0
FLOWER,86,JISOO,69,ME,174216,0.843,0.389,9.0,-7.664,0.0,0.036,0.032,5.25e-06,0.109,0.635,123.967,0bC7GKnxh9W9JIvJ6HVWxc,174216.0,4.0,JISOO - ‘꽃(FLOWER)’ M/V,JISOO,482596211,3700000,100000
Get Low,42,Dillon Francis,63,Get Low (Remixes),213861,0.67,0.933,11.0,-4.482,0.0,0.0871,0.0271,0.723,0.596,0.751,101.015,0r8jyNzQuy5kbD0Y3II9FU,213861.0,4.0,"Dillon Francis, DJ Snake - Get Low (Official Music Video)",DJ Snake & Dillon Francis,187302710,3700000,0
I Love Mama Mantu,0,Bulan Sutena,37,I Love Mama Mantu,209560,0.853,0.72,10.0,-6.222,1.0,0.0363,0.523,0.00701,0.131,0.875,118.034,7DoiEM9490NagJK6mptaRG,209560.0,4.0,Bulan Sutena - I Love Mama Mantu (Official Lyric Video),Bulan Sutena,116599437,3700000,0
Believer,0,Imagine Dragons,85,Believer,203782,0.77,0.787,10.0,-4.402,0.0,0.113,0.0482,0.0,0.108,0.699,125.013,6VRghJeP6I0w1KxkdWFfIh,203782.0,4.0,Imagine Dragons - Believer (Official Music Video),Imagine Dragons,352721999,3700000,0
Dancing With Your Ghost,42,Sasha Alex Sloan,68,Self Portrait,198920,0.63,0.318,11.0,-8.319,1.0,0.027,0.745,1.28e-05,0.105,0.38,74.949,4coYn6E3vS3DfxZNsCyeSl,198920.0,4.0,Sasha Alex Sloan - Dancing With Your Ghost (Lyric Video),Sasha Alex Sloan,109607925,3600000,0
Obnimi (Remix),62,Okean Elzi,39,Obnimi (Remix),229670,0.714,0.845,7.0,-4.234,0.0,0.0856,0.199,0.00762,0.372,0.51,75.985,6wZIdyBnKKtntqY6PVCkRu,229671.0,4.0,Obnimi (Remix),Okean Elzi & Callmearco,88362256,3600000,0
Look At Me!,84,XXXTENTACION,84,Look At Me!,126345,0.763,0.726,1.0,-6.405,1.0,0.282,0.259,0.0,0.0976,0.349,139.059,7floNISpH8VF4z4459Qo18,126346.0,4.0,XXXTENTACION - Look At Me! (Audio),XXXTENTACION,248069400,3600000,0
Kasih Slow,52,NONNA 3IN1,30,Kasih Slow,205124,0.746,0.863,7.0,-3.937,1.0,0.0621,0.508,1.91e-06,0.377,0.779,80.016,6O1M3G5a2JrAushYRMBZ3T,205125.0,4.0,Nonna 3in1 feat Rap X - Kasih Slow (Official Music Video),Nonna 3In1,62495231,3500000,0
No Idea,0,Don Toliver,82,No Idea,154424,0.651,0.631,6.0,-5.717,0.0,0.0896,0.519,0.000579,0.165,0.35,127.994,3VyjsVV24RmBIbWJAeUJNu,154424.0,4.0,Don Toliver - No Idea [Official Music Video],Don Toliver,422265400,3500000,0
Raataan Lambiyan,76,Tanishk Bagchi,76,Shershaah (Original Motion Picture Soundtrack),230292,0.721,0.628,10.0,-5.546,1.0,0.0409,0.61,0.0,0.108,0.514,81.008,1stiSonuKkZqhI1o9nZ9MT,230292.0,4.0,Raataan Lambiyan – Official Video | Shershaah | Sidharth – Kiara | Tanishk B| Jubin Nautiyal  |Asees,Jubin Nautiyal & Asees Kaur,50314807,3500000,0
,0,,0,,0,0.449,0.384,0.0,-9.723,1.0,0.031,0.92,0.00124,0.109,0.293,147.81,4Wpfq0M2cWdsLwzkT8BBLF,348851.0,4.0,Jo Tum Na Ho Shayad,Arijit Singh,27691122,3500000,0
Stuck In The Middle,30,Tai Verdes,65,TV,196133,0.849,0.613,2.0,-4.944,1.0,0.0407,0.288,0.0,0.103,0.79,119.97,7Jnw1thdO7A3XgaIrjj0PN,196133.0,4.0,Stuck In The Middle - Line Dance (Dance & Teach in English & 中文),tai verdes,969436883,3500000,0
One Call Away,56,Charlie Puth,81,Nine Track Mind,194453,0.667,0.613,1.0,-5.353,1.0,0.0344,0.403,0.0,0.115,0.47,91.024,6vSforRhuzsA0D0SO9fG1S,194453.0,4.0,Charlie Puth - One Call Away [Official Video],Charlie Puth,43539885,3500000,0
Fake,64,The Tech Thieves,49,Fake,141176,0.661,0.432,3.0,-7.078,0.0,0.0362,0.393,0.00158,0.096,0.554,169.978,5d7P5eapBbN3gfce5ARfuh,141176.0,4.0,The Tech Thieves - Fake (Lyrics),The Tech Thieves,302887475,3400000,0
At My Worst,75,Pink Sweat$,66,The Prelude,170344,0.813,0.415,0.0,-5.926,1.0,0.0349,0.777,0.0,0.131,0.667,91.921,0ri0Han4IRJhzvERHOZTMr,170345.0,4.0,Pink Sweat$ - At My Worst (Official Video),pinksweatsmusic,162334689,3400000,0
Paro - Speed Up,68,Nej,63,Paro (Speed Up),153800,0.651,0.829,5.0,-5.266,0.0,0.128,0.233,0.00313,0.401,0.246,106.62,5NyBRRP1S6g9wTt4nR2448,153800.0,4.0,"nej, paro // tiktok version (sped up)",NEJ' 🫶🏼💓,320887548,3400000,0
Taste (feat. Offset),20,Tyga,78,Legendary,229127,0.87,0.593,0.0,-6.516,1.0,0.116,0.0354,0.0,0.104,0.334,97.985,2U2exOKj5byYSFhCmQt5EO,229128.0,4.0,Tyga - Taste (Official Video) ft. Offset,Tyga,115113738,3400000,0
Let's Do It Again,66,J Boog,56,Backyard Boogie,192177,0.631,0.696,0.0,-5.631,0.0,0.211,0.578,0.0,0.0784,0.927,173.537,4TBtGrMgUYH7D5Tf5HLvyz,192177.0,4.0,J Boog - Let's Do It Again (Official Video),J Boog,144246420,3400000,0
East Side Flow,71,Sidhu Moose Wala,78,East Side Flow,224211,0.767,0.867,4.0,-2.931,0.0,0.247,0.109,0.0,0.155,0.786,151.965,0wGrTrI43CKmfzbFNNhftb,224211.0,4.0,East Side Flow - Sidhu Moose Wala | Official Video Song | Byg Byrd | Sunny Malton | Juke Dock,mrpattlo781,30748539,3400000,0
8 Parche,69,Baani Sandhu,53,8 Parche,210000,0.652,0.862,8.0,-2.29,0.0,0.206,0.161,0.0,0.203,0.727,173.859,42ETKyApzUl8hTtytFAjen,210000.0,4.0,8 Parche | Baani Sandhu | Gur Sidhu | Gurneet Dosanjh | Punjabi Song | White Hill Music,Baani Sandhu,111035733,3400000,0
Paharon Ki Kasam,44,Shan Khan,25,Paharon Ki Kasam,301466,0.617,0.633,7.0,-6.758,1.0,0.0412,0.3,0.0,0.334,0.479,148.718,2bevIowaDZXvIsYU8FapZe,301466.0,1.0,PAHARON KI KASAM By Shan Khan (New Song 2019),Muddassir Wadood Khan,21711340,3400000,0
Blicky,66,Fresh X Reckless,44,Blicky,131625,0.606,0.805,9.0,-5.952,1.0,0.0505,0.000342,0.0,0.143,0.563,155.065,5udNN5hwk870U9dk7a0nHe,131625.0,4.0,Fresh X Reckless - BLICKY (Official Music Video),FreshXReckless,393841340,3400000,42856
Life Goes On,78,Oliver Tree,73,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",161803,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,0eu4C55hL6x29mmeAjytzC,161803.0,4.0,Oliver Tree - Life Goes On [Music Video],Oliver Tree,689207791,3400000,0
Jalebi Baby,0,Tesher,60,Jalebi Baby,189690,0.678,0.884,2.0,-6.936,1.0,0.0379,0.0155,0.000124,0.141,0.773,93.04,40R5dXDbS3mLG9ng7COXtt,189691.0,4.0,Tesher - Jalebi Baby (Official Lyric Video),Tesher,409335876,3400000,0
Love Me Like You Do,32,Elena Gray,11,Love Me Like You Do,250421,0.308,0.614,8.0,-7.512,1.0,0.0557,0.231,0.0,0.0961,0.144,189.57,2rSBW1DT8tEgGqa0849rAN,250421.0,4.0,Love Me Like You Do,Elena Gray,193089371,3385704,185704
OMG,38,White Gangster,18,OMG,199727,0.719,0.626,10.0,-5.822,1.0,0.458,0.106,5.21e-05,0.307,0.39,140.027,7H7AtO3eQpQNyEPd7fJJCf,199728.0,4.0,White Gangster - OMG! (Original Mix),White Gangster,240362128,3342852,142852
What It Is (Block Boy) (with Kodak Black),56,Doechii,72,What It Is (Versions),223343,0.728,0.743,1.0,-5.819,0.0,0.173,0.0976,0.0,0.125,0.712,171.859,721ut8H5WSVYVvFBtS78GO,223344.0,4.0,Doechii - What It Is (Block Boy) feat. Kodak Black [Official Video],iamdoechii & Kill Bill,109377612,3300000,100000
Why Do I Love You,61,Westlife,67,World of Our Own (Expanded Edition),218146,0.648,0.7,10.0,-5.882,1.0,0.0249,0.0877,0.0,0.0992,0.743,94.972,5VOCNmhLyo0goDbA2DMAGs,218147.0,4.0,Westlife-Why Do I Love You (Lyrics),Westlife,43620262,3300000,100000
Cannibal,0,Kesha,74,Cannibal,194186,0.713,0.675,1.0,-4.632,1.0,0.0947,0.00859,0.0136,0.0506,0.592,129.963,6bmw3whbG7FBQojQPFk52l,194026.0,4.0,Kesha - Cannibal (Official Lyric Video),Kesha,295030028,3300000,0
ໃສ່ໃຈໄດ້ແຕ່ມອງ,43,Gx2,33,ໃສ່ໃຈໄດ້ແຕ່ມອງ,296176,0.599,0.572,5.0,-6.753,1.0,0.0312,0.0333,0.0,0.277,0.678,187.967,5Czq0xshm27UuZdaGPPSb9,296177.0,4.0,ໃສ່ໃຈໄດ້ແຕ່ມອງ (ใส่ใจได้แค่มอง) By : Gx2  ( official mv ),Gx2,63332262,3300000,0
M to the B,57,Millie B,35,M to the B,137743,0.897,0.513,10.0,-6.973,0.0,0.309,0.571,0.0,0.101,0.692,139.935,1meosvrJFk4xXo1HwUIasC,137744.0,4.0,Millie B - M to the B (Official Video),M to the B 🐝,553382466,3300000,0
WAP (feat. Megan Thee Stallion),81,Cardi B,78,WAP (feat. Megan Thee Stallion),187541,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,4Oun2ylbjFKMPTiaSbbCih,187541.0,4.0,Cardi B - WAP feat. Megan Thee Stallion [Official Music Video],Cardi B & Megan Thee Stallion,800914595,3200000,0
DJ POK AMAI AMAI BELALANG KUPU KUPU,0,Noobeer Remixer,7,DJ POK AMAI AMAI BELALANG KUPU KUPU,359993,0.805,0.96,6.0,-4.351,0.0,0.0333,0.0205,0.000333,0.0842,0.963,140.0,54SoGfP2qgTxVOGzywv7yf,359993.0,4.0,DJ POK AMAI AMAI BELALANG KUPU KUPU TIKTOK REMIX FULL BASS,Hairis,92863678,3200000,0
Syukur Alhamdulillah,32,Wafiq Azizah,35,Syukur Alhamdulillah,237187,0.603,0.499,2.0,-7.878,1.0,0.0299,0.732,0.0,0.0781,0.121,128.057,4Fv7CQ1sRjd8MeCFjbilqv,237187.0,4.0,Wafiq Azizah - Syukur (Alhamdulillah) #GENERASIUNGU,Wafiq Azizah,31653034,3200000,14284
Love Songs - Bonus,80,Kaash Paige,64,Parked Car Convos,148640,0.641,0.355,5.0,-10.599,1.0,0.0906,0.831,0.000855,0.11,0.453,120.032,6qL5UWxRSQYml9O99ozoLv,148640.0,4.0,Kaash Paige - Love Songs  (Official Music Video),Kaash Paige,189775005,3100000,0
Pitbull Terrier,0,Die Antwoord,56,Donker Mag,220336,0.707,0.632,2.0,-6.743,1.0,0.0381,0.00394,0.0244,0.536,0.369,123.97,7wxqtAEYlz4gwVowjgOTrC,220337.0,4.0,DIE ANTWOORD - PITBULL TERRIER,Die Antwoord,238478016,3100000,0
HAHA,62,Lil Darkie,67,HAHA,160000,0.714,0.82,1.0,-1.102,1.0,0.444,0.34,0.0,0.0801,0.904,78.032,18Gcl5bxdd8bpBhWOj1rCR,160000.0,4.0,HAHA,lil darkie,323242109,3100000,0
Subhan Allah,45,Ali Dawud,27,Subhan Allah,326809,0.227,0.241,8.0,-15.791,0.0,0.0331,0.981,0.944,0.139,0.0782,130.697,10ZpnsXfwWzxromZm7g4sf,326810.0,3.0,سبحان الله,Ali Dawud,184895669,3042852,142852
The Boat Beat,46,Ricky Desktop,52,The Boat Beat,66885,0.812,0.269,3.0,-10.649,1.0,0.0532,0.684,0.845,0.355,0.586,122.03,06agGBuAaolKYrIwPyvSVU,66885.0,4.0,RICKY DESKTOP - THE BOAT BEAT (OFFICIAL AUDIO),Ricky Desktop,207656709,3000000,0
Go Down Deh (feat. Shaggy and Sean Paul),71,Spice,59,10,154151,0.801,0.764,2.0,-5.112,1.0,0.0986,0.109,1.62e-05,0.247,0.578,89.999,58dGRQrNmAJeRMFuguUbvD,154151.0,4.0,"Spice, Sean Paul, Shaggy - Go Down Deh | Tik Tok Remix | Ready Player One [Chase Scene] 4K",DiRealShaggy & Sean Paul & Spice Official 💙,151350592,3000000,0
Build a Bitch,52,Bella Poarch,62,Dolls EP,122772,0.855,0.463,3.0,-7.454,1.0,0.0367,0.217,1.77e-05,0.347,0.866,102.931,6mXHLTZmyV9fOCH2OE4xBh,122773.0,4.0,Bella Poarch - Build a B*tch (Official Music Video),Bella Poarch,641903877,3000000,0
Buss It,0,Erica Banks,47,Buss It,188734,0.918,0.434,9.0,-9.541,1.0,0.173,0.569,3.14e-06,0.123,0.75,109.997,6NWdgyVsjp2bJ11PToXCr1,188735.0,4.0,Erica Banks - Buss It [Official Music Video],Erica Banks,901564166,3000000,-100000
Don't Start Now,12,Dua Lipa,86,Summer Hits 10s,183290,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,4iTkrqKhADiPyQglideJqv,183290.0,4.0,Dua Lipa - Don't Start Now (Official Music Video),Dua Lipa,220069368,3000000,0
Candy,73,Doja Cat,84,Amala,190920,0.689,0.516,8.0,-5.857,1.0,0.0444,0.513,0.0,0.163,0.209,124.876,1VJwtWR6z7SpZRwipI12be,190920.0,4.0,Doja Cat - Candy (Lyrics),Doja Cat,302005804,3000000,0
Gentle Fire Crackling,0,Sonidos de lluvia para dormir,18,"50 Loopable Rain Sounds - Loopable, Zen and Sleep",106183,0.512,0.977,1.0,-19.629,1.0,0.0436,0.599,0.138,0.379,0.0213,90.454,30kXwHubMQ6NXloIz1NLbF,106184.0,3.0,Fire ,Official Sound Studio,108095450,3000000,0
Mr. Landlord,10,Basil Gabbidon,3,"Soul Jazz Records Presents Studio One Jump Up: The Birth of a Sound: Jump-Up Jamaican R&B, Jazz and Early Ska",150120,0.768,0.471,5.0,-9.564,1.0,0.0581,0.763,7.59e-05,0.144,0.876,127.009,4IWIwvQnwbPfRnMoTrPUDS,150120.0,4.0,LA LA LAND (Part 1),Official Sound Studio,63574933,3000000,0
Yummy,69,Justin Bieber,87,Yummy,210426,0.687,0.514,9.0,-6.612,0.0,0.0897,0.366,0.0,0.116,0.494,145.921,41L3O37CECZt3N7ziG2z7l,210427.0,4.0,Justin Bieber - Yummy (Official Video),Justin Bieber,122076377,2900000,57142
New Thang,60,Redfoo,48,New Thang,226800,0.743,0.841,0.0,-5.189,1.0,0.0391,0.0156,0.0,0.133,0.814,100.003,4PVm8e67skz8B8wiJP2kwk,226800.0,4.0,Redfoo - New Thang (Official Video),Redfoo The Dude,364055572,2900000,-100000
BOMBÓN,7,Daddy Yankee,86,Perreo Ligero Vol. 5,182413,0.843,0.789,7.0,-2.801,1.0,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,7ddC1NtLYxx9bB2RgUqEcf,182413.0,4.0,Bombón - Daddy Yankee x El Alfa x Lil Jon / ZUMBA,daddyyankee & Lil Jon & ELALFAELJEFERD,180092755,2900000,0
It's Tricky,0,Run–D.M.C.,59,Greatest Hits,183626,0.957,0.754,11.0,-11.545,0.0,0.143,0.000985,0.0,0.067,0.961,127.861,36TBMtrW4x7bHW8LH8rnRr,183627.0,4.0,RUN DMC - It's Tricky (Official HD Video),RUN DMC,794548344,2900000,0
I'm Just a Kid,74,Simple Plan,66,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",198333,0.527,0.834,1.0,-5.531,1.0,0.0447,0.00107,0.000102,0.0993,0.422,110.065,6otiaV2fagE3s8IvP6WkwG,198333.0,4.0,Simple Plan - I'm Just A Kid (Official Video) [HD],Simple Plan,630371150,2900000,0
Pepas,86,Farruko,82,Pepas,287120,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,5fwSHlTEWpluwOM0Sxnh5k,287120.0,4.0,Farruko - Pepas (Official Video),FARRU,262099390,2900000,0
Yummy,69,Justin Bieber,87,Yummy,210426,0.687,0.514,9.0,-6.612,0.0,0.0897,0.366,0.0,0.116,0.494,145.921,41L3O37CECZt3N7ziG2z7l,210427.0,4.0,Justin Bieber - Yummy (Official Video),Justin Bieber,389455480,2800000,0
Dynamite,4,BTS,88,Dynamite (DayTime Version),199053,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,0t1kP63rueHleOhQkYSXFY,199054.0,4.0,BTS (방탄소년단) 'Dynamite' Official MV,BTS,644919882,2800000,0
The Nights,42,Avicii,79,Stories,176658,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,0QjpQP1w7apeMXzioL8sqN,176658.0,4.0,Avicii - The Nights,Avicii,305488988,2800000,0
Good Day,59,Nappy Roots,50,The Humdinger,261373,0.86,0.66,9.0,-6.281,1.0,0.264,0.541,0.0311,0.451,0.912,93.99,0s9COZY8wLOadAzbHka2GO,261373.0,4.0,Greg Street ft. Nappy Roots - Good Day (Official Video),Nappy Roots,379287106,2800000,0
Ooh Ahh (My Life Be Like) [feat. Tobymac],74,Grits,52,The Art of Translation,233173,0.757,0.862,2.0,-3.519,1.0,0.0696,0.115,0.000203,0.285,0.823,99.017,1KBN9lYx9QkfUJC3NSXlhQ,233173.0,4.0,Ooh Ahh (My Life Be Like) (feat. Tobymac),Grits,236894856,2800000,0
Rasputin,81,Majestic,61,Rasputin,186209,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,0b18g3G5spr4ZCkz7Y6Q0Q,186210.0,4.0,Majestic x Boney M. - Rasputin (2022 Remix),Boney M.,785872945,2800000,0
Bored In The House,52,Tyga,78,Bored In The House,174933,0.928,0.372,1.0,-10.393,1.0,0.321,0.0202,9.6e-06,0.0948,0.732,112.458,5OxveXfvga2t0se21d96Ow,174933.0,4.0,Tyga x Curtis Roach - Bored In The House (Official Video),curtistootrill,265979935,2800000,0
Hrs and Hrs,1,Muni Long,72,Public Displays Of Affection,204316,0.511,0.525,8.0,-4.595,0.0,0.183,0.604,0.0,0.111,0.661,139.885,3xRH6FPVtheDyNla3T1FE7,204317.0,3.0,Muni Long - Hrs & Hrs,Muni Long,244772049,2783325,226181
Lethal Jatti,50,Harpi Gill,41,Lethal Jatti,214666,0.867,0.906,0.0,-4.765,0.0,0.227,0.138,4.94e-06,0.406,0.612,89.995,7JoZtqD7ZHcywKvFVW5eMS,214667.0,4.0,LETHAL JATTI (Official Video) | Harpi Gill ft. Mista Baaz | Ajay Sarkaria | Punjabi Songs,lethal jatti🔥,67405589,2700000,0
Kuch Bhi Ho Jaye,0,B Praak,73,Kuch Bhi Ho Jaye,274500,0.485,0.589,6.0,-2.855,0.0,0.0395,0.46,0.0,0.0712,0.281,79.582,0IkC8QAKW1z0larWWtnSOO,274500.0,4.0,Kuch Bhi Ho Jaye,B Praak,68182490,2700000,0
Ruper Jadu,38,Alvee,35,Ruper Jadu,213402,0.754,0.692,8.0,-4.578,0.0,0.23,0.396,4.03e-06,0.0372,0.712,96.991,4y1e15rA5kOni3PKZg3vqq,213402.0,4.0,Ruper Jadu | রুপের জাদু | Alvee | Shima | Anamika Oyshe | Rizan | Bangla New Song 2022 | Eid Special,Alvee Al Berunee,39825690,2700000,0
FRIENDS,80,Marshmello,81,FRIENDS,202620,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,08bNPGLD8AhKpnnERrAc6G,202621.0,4.0,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,ANNEMARIE & marshmello,59318049,2700000,0
Perf,40,Baby Ariel,48,Perf,130430,0.753,0.577,6.0,-5.282,1.0,0.196,0.0487,6.08e-06,0.53,0.582,152.195,4lMeIutIcRAMltnmhYNZIR,130430.0,4.0,"Baby Ariel - ""Perf"" [Official Music Video]",Baby Ariel,41971964,2700000,0
iSpy (feat. Lil Yachty),74,KYLE,62,iSpy (feat. Lil Yachty),253106,0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.0,0.229,0.672,75.016,2EEeOnHehOozLq4aS0n6SL,253107.0,4.0,KYLE - iSpy feat. Lil Yachty [Official Music Video],KYLE & lilyachty,41606641,2700000,0
Super Freaky x Luxurious - Remix,2,DJ Fronteo,60,Super Freaky x Luxurious,162312,0.858,0.565,0.0,-13.611,1.0,0.128,0.279,0.0,0.347,0.94,133.005,3WpMpcM3rW6iVZcaxz5ohq,162312.0,4.0,"Nicki Minaj, Gwen Stefani - Super Freaky Girl X Luxurious (TikTok Remix) Lyrics | he want a freak",xxtristanxo,458831037,2700000,0
Get You The Moon (feat. Snøw),23,Kina,64,Summer Hits of the 10s,179072,0.498,0.235,1.0,-16.541,0.0,0.188,0.72,0.0,0.144,0.0895,118.916,4DrB86dzIS8enmtriiA28d,179073.0,4.0,Kina - Get You The Moon (Official Video) ft. Snøw,kinabeats,886840923,2700000,0
